City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,aitape,-3.1374,142.3475,83.19,85,47,10.45,PG,1712464913
363,djibo,14.1022,-1.6306,85.48,35,91,8.43,BF,1712464913
364,mermoz boabab,14.7065,-17.4758,67.78,88,40,13.8,SN,1712464913
365,luanda,-8.8368,13.2343,80.6,90,75,4.61,AO,1712464717
366,buka,40.8108,69.1986,63.27,38,0,5.12,UZ,1712464914
367,rantauprapat,2.1,99.8333,91.98,54,24,2.73,ID,1712464914
368,bosaso,11.2842,49.1816,84.18,65,20,13.8,SO,1712464914
369,okha,53.5739,142.9478,33.26,90,100,7.0,RU,1712464915
370,jumla,29.2747,82.1838,61.09,23,4,4.45,NP,1712464915
371,sulak,43.2734,47.5146,57.13,60,97,4.92,RU,1712464915
372,thief river falls,48.1191,-96.1812,43.75,52,0,12.66,US,1712464915
373,xinyuan,37.3,99.0,39.31,28,17,6.98,CN,1712464915
374,harper,4.375,-7.7169,81.25,84,92,5.55,LR,1712464916
375,ust-tsilma,65.441,52.1498,23.61,94,100,11.01,RU,1712464916
376,dabat,12.9842,37.765,65.23,46,58,3.98,ET,1712464916
377,madalena,41.2162,-8.3345,55.98,96,100,2.21,PT,1712464916
378,emerald,-23.5333,148.1667,86.34,53,45,10.27,AU,1712464904
379,hasaki,35.7333,140.8333,66.6,91,100,6.13,JP,1712464758
380,ocean shores,46.9737,-124.1563,48.02,87,100,3.44,US,1712464687
381,chonchi,-42.6128,-73.8092,50.13,97,100,0.34,CL,1712464917
382,kapuskasing,49.4169,-82.4331,32.09,59,0,4.61,CA,1712464680
383,inirida,3.8653,-67.9239,74.57,97,96,2.8,CO,1712464917
384,kabompo,-13.5927,24.2008,65.28,99,99,2.68,ZM,1712464917
385,yeraliyev,43.2,51.65,56.66,57,92,5.53,KZ,1712464878
386,kamina,-8.7386,24.9906,65.61,99,100,3.4,CD,1712464918
387,port maria,18.3685,-76.8895,84.16,97,0,2.59,JM,1712464918
388,tucuma,-0.1833,-50.05,77.31,85,95,5.39,BR,1712464918
389,hami,42.8,93.45,58.93,25,87,1.07,CN,1712464738
390,touros,-5.1989,-35.4608,78.28,89,100,7.63,BR,1712464919
391,quimili,-27.6333,-62.4167,64.31,97,94,10.13,AR,1712464919
392,paros,37.0833,25.15,69.3,55,81,3.44,GR,1712464919
393,vilyuchinsk,52.9306,158.4028,39.47,88,95,3.53,RU,1712464919
394,tromso,69.6496,18.957,17.62,79,0,1.14,NO,1712464919
395,puerto deseado,-47.7503,-65.8938,47.1,70,0,9.26,AR,1712464879
396,crane,31.3974,-102.3501,62.01,11,18,20.11,US,1712464920
397,williams lake,52.1415,-122.1445,44.17,60,75,4.61,CA,1712464885
398,pangody,65.85,74.4859,18.36,81,53,17.0,RU,1712464920
399,san jose,37.3394,-121.895,52.02,66,20,9.22,US,1712464137
400,raseiniai,55.3736,23.1217,42.15,95,83,5.93,LT,1712464921
401,haverfordwest,51.8017,-4.9691,51.39,92,83,10.0,GB,1712464921
402,quellon,-43.1167,-73.6167,48.11,85,97,2.77,CL,1712464922
403,vallenar,-28.5708,-70.7581,66.9,50,0,1.61,CL,1712464922
404,hobyo,5.3505,48.5268,84.78,67,93,12.28,SO,1712464922
405,tsiombe,-25.3,45.4833,75.67,82,31,3.96,MG,1712464922
406,hotan,37.0997,79.9269,62.58,21,100,18.61,CN,1712464922
407,khartoum,15.5518,32.5324,85.35,12,26,19.53,SD,1712464659
408,young,-32.6833,-57.6333,61.99,87,100,8.66,UY,1712464923
409,maffra,-37.9667,146.9833,60.8,86,100,12.66,AU,1712464923
410,joshimath,30.5667,79.5667,60.64,25,0,5.37,IN,1712464923
411,sambava,-14.2667,50.1667,80.69,79,70,8.63,MG,1712464923
412,puerto leguizamo,-0.1934,-74.7819,71.87,98,100,2.3,CO,1712464924
413,stanley,54.868,-1.6985,46.42,79,20,16.11,GB,1712464924
414,pingliang,35.5392,106.6861,57.92,50,100,7.43,CN,1712464756
415,haapajarvi,63.75,25.3333,25.16,95,99,9.19,FI,1712464924
416,as safirah,36.077,37.3725,58.71,75,70,8.59,SY,1712464925
417,antigonish,45.6169,-61.9986,35.82,93,100,4.0,CA,1712464925
418,batticaloa,7.7102,81.6924,87.51,59,100,3.98,LK,1712464925
419,fisterra,42.9049,-9.2629,50.76,80,1,10.65,ES,1712464925
420,la rinconada,37.4873,-5.9826,67.05,77,0,11.5,ES,1712464898
421,kristiansund,63.1115,7.732,47.05,71,20,3.44,NO,1712464926
422,mana,5.6592,-53.7767,78.93,82,93,8.14,GF,1712464926
423,namtsy,62.7161,129.6658,21.22,85,100,9.04,RU,1712464926
424,tilcara,-23.5776,-65.3509,50.74,91,100,5.03,AR,1712464926
425,wyoming,43.0002,-107.5009,27.54,93,100,18.77,US,1712464628
426,itanhem,-17.1664,-40.33,67.28,96,11,1.77,BR,1712464927
427,pandan,14.0453,124.1694,86.25,64,92,12.86,PH,1712464927
428,tasova,40.7597,36.3225,49.21,67,43,2.06,TR,1712464927
429,'ain abid,36.2319,6.9433,48.07,37,35,3.83,DZ,1712464927
430,axim,4.8699,-2.2405,81.01,87,22,1.25,GH,1712464927
431,nelson bay,-32.7167,152.15,82.45,73,9,7.0,AU,1712464672
432,gornozavodsk,58.3758,58.3211,25.81,93,100,10.02,RU,1712464928
433,puerto lempira,15.2667,-83.7667,78.91,87,85,8.21,HN,1712464928
434,buala,-8.145,159.5921,81.63,78,100,6.62,SB,1712464928
435,argos orestiko,40.4667,21.2667,54.34,70,78,4.56,GR,1712464929
436,sho'rchi,38.0141,67.7899,69.26,37,2,6.64,UZ,1712464929
437,kudahuvadhoo,2.6708,72.8944,84.81,73,96,8.88,MV,1712464929
438,nanao,37.05,136.9667,74.32,56,79,5.35,JP,1712464929
439,tangalle,6.024,80.7911,91.56,64,100,2.98,LK,1712464870
440,korla,41.7597,86.1469,61.25,27,21,8.61,CN,1712464757
441,beledweyne,4.7358,45.2036,83.23,62,86,9.44,SO,1712464930
442,juhaynah,26.6732,31.4976,62.44,50,0,14.09,EG,1712464930
443,mpulungu,-8.7623,31.1141,73.04,85,100,4.45,ZM,1712464930
444,rongelap,11.1635,166.8941,81.1,80,73,19.53,MH,1712464930
445,balkanabat,39.5108,54.3671,69.39,28,100,7.27,TM,1712464931
446,cluain meala,52.355,-7.7039,47.82,90,85,21.83,IE,1712464931
447,la'ie,21.6477,-157.9253,73.36,78,6,21.0,US,1712464931
448,ar rutbah,33.0381,40.2848,60.33,46,2,13.09,IQ,1712464931
449,toungo,8.1167,12.05,77.58,57,50,3.44,NG,1712464931
450,la villa del rosario,10.3258,-72.3134,82.27,69,73,10.89,VE,1712464932
451,las lajitas,-24.6833,-64.25,70.21,98,100,4.79,AR,1712464932
452,al harithah,30.7186,47.7208,82.31,26,77,13.2,IQ,1712464932
453,bamboo flat,11.7,92.7167,88.81,60,93,5.12,IN,1712464932
454,ji'an,27.1172,114.9793,61.0,88,100,6.46,CN,1712464676
455,urengoy,65.9667,78.3667,18.55,83,15,13.73,RU,1712464933
456,sanya,18.2431,109.505,87.96,66,40,8.95,CN,1712464742
457,aswan,24.0934,32.907,70.27,24,11,16.6,EG,1712464933
458,quiindy,-25.9667,-57.2667,77.77,67,48,2.51,PY,1712464933
459,guacui,-20.7756,-41.6794,61.59,97,44,1.86,BR,1712464934
460,cushing,35.9851,-96.767,62.71,94,75,9.22,US,1712464934
461,sumbe,-11.2061,13.8437,78.04,91,100,4.79,AO,1712464934
462,colonia,50.9333,6.95,64.89,65,0,10.36,DE,1712464769
463,saraj,42.0,21.3278,49.55,61,94,1.54,MK,1712464935
464,kuanda,56.3161,116.0806,11.59,55,1,3.71,RU,1712464935
465,jiquilisco,13.3167,-88.5833,81.68,79,74,5.39,SV,1712464936
466,genappe,50.609,4.449,59.14,81,20,8.05,BE,1712464936
467,gargalianoi,37.0667,21.6333,56.35,76,32,7.9,GR,1712464936
468,kavaratti,10.5669,72.642,84.83,67,100,2.59,IN,1712464936
469,limon,10.0,-83.0333,77.05,89,98,6.33,CR,1712464936
470,banlung,13.7468,107.0045,100.27,26,43,3.76,KH,1712464937
471,key west,24.5557,-81.7826,71.6,58,0,8.05,US,1712464761
472,pocone,-16.2567,-56.6228,80.11,72,89,5.35,BR,1712464937
473,tan-tan,28.438,-11.1032,62.62,88,95,15.39,MA,1712464937
474,chinde,26.8418,88.0763,80.22,20,100,7.99,NP,1712464937
475,chone,-0.6833,-80.1,74.93,91,85,2.98,EC,1712464938
476,felipe carrillo puerto,19.5833,-88.05,73.74,82,0,3.96,MX,1712464938
477,bonito,-21.1211,-56.4819,77.0,63,7,3.22,BR,1712464684
478,shilin,24.8188,103.3324,76.33,16,24,20.27,CN,1712464938
479,puerto colombia,10.9878,-74.9547,82.49,89,85,19.89,CO,1712464939
480,sorong,-0.8833,131.25,83.32,82,87,7.63,ID,1712464656
481,andergrove,-21.0833,149.1833,80.87,78,22,9.42,AU,1712464939
482,prado,-17.3411,-39.2208,72.03,77,3,6.67,BR,1712464939
483,thinadhoo,0.5333,72.9333,84.33,74,58,7.61,MV,1712464939
484,changyon,38.2508,125.0961,65.44,30,30,9.53,KP,1712464940
485,laguna,38.421,-121.4238,52.45,64,0,6.91,US,1712464940
486,okhotsk,59.3833,143.3,28.8,81,97,7.43,RU,1712464940
487,canatlan,24.5167,-104.7833,53.38,22,100,5.75,MX,1712464789
488,huarmey,-10.0681,-78.1522,72.88,87,90,8.23,PE,1712464922
489,ganghwa-gun,37.7472,126.4856,69.82,31,43,7.4,KR,1712464941
490,popondetta,-8.7537,148.2534,88.65,67,100,5.46,PG,1712464941
491,oranjemund,-28.55,16.4333,58.41,86,23,17.25,NA,1712464942
492,santa rosalia,27.3167,-112.2833,54.77,50,77,6.26,MX,1712464942
493,fort mcmurray,56.7268,-111.381,35.19,86,100,4.61,CA,1712464942
494,taltal,-25.4,-70.4833,65.16,82,8,2.53,CL,1712464942
495,turpan,42.9333,89.1667,71.08,17,21,3.27,CN,1712464943
496,mitsamiouli,-11.3847,43.2844,83.46,76,97,7.92,KM,1712464943
497,villa yapacani,-17.4,-63.8333,73.74,89,99,2.89,BO,1712464943
498,volodarskiy,46.4013,48.5409,44.55,51,0,5.3,RU,1712464943
499,gdansk,54.3521,18.6464,57.07,68,0,4.61,PL,1712464943
500,karaton,-6.3424,106.1045,91.92,47,17,4.25,ID,1712464944
501,champerico,14.3,-91.9167,83.12,77,7,7.92,GT,1712464944
502,morristown,36.214,-83.2949,47.5,74,0,3.44,US,1712464816
503,monze,-16.2833,27.4833,65.79,91,83,2.57,ZM,1712464944
504,brookings,44.3114,-96.7984,44.6,80,100,25.32,US,1712464739
505,kasaragod,12.5,75.0,87.94,62,100,6.15,IN,1712464759
506,vega de alatorre,20.0333,-96.6333,75.51,85,3,10.54,MX,1712464945
507,arrifes,37.7667,-25.7,62.92,94,75,25.32,PT,1712464945
508,kozan,37.4552,35.8157,58.24,61,100,3.56,TR,1712464945
509,chokwe,-24.5333,32.9833,71.44,93,96,7.63,MZ,1712464945
510,shetpe,44.1667,52.1167,56.28,58,42,1.36,KZ,1712464878
511,michurinsk,52.8978,40.4907,46.45,65,43,3.65,RU,1712464946
512,terenos,-20.4422,-54.8603,82.11,74,40,11.5,BR,1712464946
513,arauca,7.0847,-70.7591,76.19,80,70,4.72,CO,1712464819
514,velburg,49.2321,11.6716,55.31,87,0,3.44,DE,1712464947
515,lethem,3.3803,-59.7968,79.21,66,98,10.02,GY,1712464947
516,tanvald,50.7374,15.3059,57.92,77,95,4.63,CZ,1712464947
517,sudzha,51.1976,35.2726,52.97,79,86,2.44,RU,1712464947
518,quiberon,47.4841,-3.1196,54.68,85,100,20.0,FR,1712464862
519,udayagiri,20.1333,84.3833,99.07,23,6,6.29,IN,1712464948
520,dwarka,22.2394,68.9678,81.46,59,0,11.95,IN,1712464759
521,nadi,-17.8,177.4167,86.0,66,40,13.8,FJ,1712464702
522,happy valley-goose bay,53.3168,-60.3315,26.91,80,20,8.05,CA,1712464948
523,lompoc,34.6391,-120.4579,49.62,78,0,15.99,US,1712464608
524,tianfu,37.1936,122.0511,73.2,37,79,12.35,CN,1712464949
525,barah,13.7,30.3667,82.04,14,64,13.11,SD,1712464949
526,yenicaga,40.7711,32.0337,45.16,54,100,0.94,TR,1712464949
527,khark,29.2614,50.3306,73.42,73,35,4.61,IR,1712464949
528,wamba,8.9333,8.6,78.85,70,100,2.26,NG,1712464949
529,kununurra,-15.7667,128.7333,89.58,40,19,11.5,AU,1712464950
530,fale old settlement,-9.3852,-171.2468,85.42,68,83,1.5,TK,1712464950
531,kirgiz-miyaki,53.6324,54.7979,42.78,97,100,6.06,RU,1712464950
532,kokopo,-4.352,152.2633,78.89,91,100,11.3,PG,1712464950
533,birni n konni,13.7956,5.2553,79.68,14,70,1.95,NE,1712464951
534,tarauaca,-8.1614,-70.7656,73.06,99,100,4.5,BR,1712464951
535,sao vicente,-23.9631,-46.3919,75.38,26,100,6.4,BR,1712464951
